INSERT INTO purchases (purchase_date, price, supplier_id, emp_id) VALUES
('2023-02-04', 9005957, 10, 14),
('2025-01-29', 2067435, 1, 7),
('2023-08-10', 7267637, 10, 15),
('2023-12-30', 1546672, 20, 16),
('2024-02-11', 9994713, 20, 20),
('2022-10-13', 5291052, 11, 30),
('2024-01-01', 802631, 4, 26),
('2023-11-17', 1526714, 18, 20),
('2024-02-15', 2434584, 18, 12),
('2023-02-11', 5341373, 17, 8),
('2024-06-09', 3649142, 13, 30),
('2024-07-26', 9778985, 9, 3),
('2025-01-23', 9533284, 12, 20),
('2024-09-03', 4640343, 14, 17),
('2024-05-24', 2096965, 12, 9),
('2022-07-27', 3629608, 13, 8),
('2023-03-25', 6330355, 1, 30),
('2023-01-03', 4685532, 16, 18),
('2023-10-29', 5626219, 19, 12),
('2023-11-19', 9834586, 20, 13),
('2023-10-19', 2780194, 3, 30),
('2025-08-15', 9796525, 1, 29),
('2023-05-03', 3010718, 20, 28),
('2023-04-11', 3372337, 1, 30),
('2025-11-06', 4279923, 9, 22),
('2023-04-15', 8372404, 9, 2),
('2025-03-21', 3982960, 9, 4),
('2022-08-21', 5309052, 19, 6),
('2024-11-19', 1351463, 15, 16),
('2022-01-18', 3107504, 10, 19),
('2023-07-09', 4986649, 10, 10),
('2022-07-01', 2343941, 7, 6),
('2023-01-07', 1493274, 13, 7),
('2022-08-13', 5550939, 3, 23),
('2025-08-14', 2356504, 20, 11),
('2024-08-08', 2031473, 17, 6),
('2025-04-27', 2049921, 7, 22),
('2022-03-30', 9335685, 2, 7),
('2023-07-08', 8121784, 15, 6),
('2022-05-11', 8733658, 8, 1),
('2023-03-27', 4295795, 11, 1),
('2023-05-06', 933750, 10, 26),
('2022-12-30', 1883172, 15, 11),
('2023-05-09', 5114996, 19, 13),
('2024-10-08', 3647157, 13, 5),
('2023-06-24', 8518539, 7, 7),
('2025-07-24', 2153254, 18, 7),
('2024-06-01', 4023160, 18, 26),
('2022-05-20', 898252, 4, 29),
('2023-12-03', 6530135, 20, 3),
('2025-11-08', 6399292, 14, 18),
('2022-12-11', 1683208, 14, 5),
('2023-05-05', 8843924, 1, 19),
('2022-01-07', 9268346, 17, 2),
('2025-03-29', 4300992, 9, 29),
('2024-08-14', 2844725, 3, 24),
('2025-05-18', 2669273, 5, 7),
('2023-05-19', 7014023, 7, 22),
('2022-09-21', 8138006, 7, 30),
('2025-08-09', 7643637, 14, 16),
('2025-09-02', 4766853, 3, 15),
('2022-07-14', 2277335, 18, 16),
('2024-02-01', 6056993, 2, 19),
('2025-11-01', 5258197, 1, 16),
('2023-03-03', 1527150, 5, 19),
('2023-02-11', 8492409, 3, 17),
('2022-08-28', 3005511, 18, 9),
('2022-03-30', 6092038, 11, 22),
('2025-09-10', 6977342, 2, 28),
('2025-07-03', 8350967, 10, 13),
('2023-12-24', 7216304, 15, 17),
('2022-12-27', 5929641, 19, 20),
('2024-04-18', 4242378, 7, 30),
('2024-04-01', 701231, 1, 26),
('2025-01-11', 572637, 14, 13),
('2024-10-08', 9565633, 1, 21),
('2023-05-09', 3194118, 10, 30),
('2025-09-29', 4868996, 1, 16),
('2023-01-27', 9592700, 7, 9),
('2023-07-16', 2933690, 4, 26),
('2024-12-06', 1919784, 10, 26),
('2022-01-01', 9027105, 5, 3),
('2022-03-30', 5779815, 17, 4),
('2025-07-11', 7729043, 10, 17),
('2025-05-05', 5724717, 2, 30),
('2025-01-03', 766502, 1, 25),
('2023-11-04', 3739400, 16, 26),
('2022-01-22', 3808265, 14, 5),
('2023-04-15', 1167247, 4, 7),
('2024-06-06', 7964672, 11, 29),
('2024-05-10', 8741847, 6, 22),
('2023-12-17', 8474999, 5, 6),
('2025-11-06', 7576550, 11, 12),
('2024-01-16', 4625871, 18, 12),
('2022-07-16', 2513827, 20, 8),
('2024-05-25', 4942286, 2, 9),
('2025-04-25', 5815331, 10, 10),
('2025-04-27', 1552910, 16, 15),
('2024-06-16', 3100758, 19, 6),
('2022-04-22', 1293478, 13, 3),
('2022-05-17', 8740461, 11, 14),
('2022-11-09', 5332590, 3, 28),
('2024-01-12', 3047023, 15, 9),
('2024-12-14', 4137465, 4, 2),
('2025-09-10', 9441243, 13, 16),
('2024-02-22', 7120898, 20, 30),
('2023-11-25', 1672988, 10, 1),
('2024-07-18', 9525274, 13, 6),
('2022-06-08', 9758007, 5, 15),
('2024-04-18', 9029787, 8, 13),
('2025-09-19', 6205959, 9, 13),
('2022-04-28', 8702695, 17, 14),
('2025-07-30', 2648770, 6, 6),
('2025-12-14', 2805037, 2, 23),
('2023-11-24', 1862566, 11, 17),
('2022-10-16', 6574392, 1, 21),
('2022-04-18', 4747388, 6, 26),
('2025-08-02', 4526679, 19, 4),
('2023-09-13', 9323822, 19, 5),
('2025-12-18', 3794677, 10, 6),
('2022-11-28', 988269, 2, 11),
('2024-05-02', 5126213, 3, 6),
('2023-03-28', 6230070, 7, 17),
('2023-01-23', 7079916, 20, 13),
('2023-07-26', 8114414, 11, 17),
('2024-12-15', 7167939, 6, 11),
('2023-12-03', 9738471, 7, 5),
('2022-10-03', 7611948, 20, 22),
('2022-02-02', 3084725, 17, 2),
('2022-07-27', 1796072, 4, 21),
('2023-03-07', 6659117, 8, 22),
('2023-08-29', 9803488, 10, 3),
('2022-05-28', 4712810, 13, 28),
('2022-01-21', 1396302, 5, 21),
('2024-06-13', 1591667, 15, 15),
('2024-03-23', 6119166, 9, 21),
('2022-12-27', 864885, 9, 2),
('2022-06-08', 3637296, 13, 2),
('2023-10-15', 4980986, 12, 7),
('2025-05-20', 8863763, 1, 11),
('2022-09-16', 7860896, 7, 22),
('2022-12-14', 8191810, 2, 14),
('2023-03-29', 1824415, 14, 1),
('2025-09-19', 3939843, 5, 4),
('2023-07-20', 7172352, 14, 29),
('2025-03-23', 3930712, 8, 14),
('2025-03-19', 4901957, 1, 22),
('2023-07-22', 6088032, 14, 30),
('2024-06-06', 5928219, 4, 25),
('2023-01-10', 2917763, 6, 23),
('2022-07-12', 2372267, 8, 2),
('2023-07-04', 1628901, 7, 10),
('2024-03-04', 2649688, 14, 30),
('2022-08-24', 8108094, 3, 2),
('2024-06-12', 4680118, 4, 17),
('2024-11-06', 4845984, 17, 19),
('2024-06-26', 3433809, 15, 20),
('2025-05-05', 2047484, 3, 17),
('2022-07-02', 715900, 18, 25),
('2022-10-05', 2401744, 15, 16),
('2025-01-29', 5786785, 9, 2),
('2022-02-23', 4426436, 11, 15),
('2022-10-31', 4400968, 9, 18),
('2022-08-16', 9388887, 11, 19),
('2025-04-16', 6307730, 3, 20),
('2022-05-11', 5035737, 3, 20),
('2024-01-20', 9420020, 3, 12),
('2023-06-23', 3161800, 12, 4),
('2025-04-29', 5437456, 2, 7),
('2025-04-18', 9294566, 12, 28),
('2025-11-17', 4471079, 5, 8),
('2024-04-25', 8000179, 5, 27),
('2022-07-29', 8358169, 10, 14),
('2023-08-24', 7542806, 13, 22),
('2025-05-31', 3059023, 6, 12),
('2023-04-28', 1299776, 6, 8),
('2022-01-17', 5334031, 18, 11),
('2023-07-17', 9976310, 12, 7),
('2025-02-05', 4950257, 4, 16),
('2022-09-11', 5343259, 13, 21),
('2025-11-30', 7592032, 14, 1),
('2022-01-20', 5732554, 3, 1),
('2024-02-02', 3139677, 14, 4),
('2025-08-26', 5937046, 20, 14),
('2023-01-19', 5427614, 2, 22),
('2022-08-24', 4597078, 2, 28),
('2022-01-14', 782100, 1, 16),
('2025-02-01', 7177576, 1, 1),
('2022-08-15', 1751343, 1, 23),
('2024-12-13', 8332873, 15, 13),
('2022-02-13', 4779097, 4, 6),
('2022-03-01', 5694695, 11, 10),
('2022-12-16', 1212276, 4, 29),
('2022-09-18', 6732369, 2, 4),
('2024-05-29', 6773756, 6, 3),
('2024-04-11', 1350152, 6, 6),
('2025-04-01', 6950494, 16, 6),
('2022-05-30', 6598878, 19, 9),
('2024-02-09', 9151692, 8, 18),
('2023-12-17', 870828, 8, 23),
('2023-11-18', 1045235, 14, 19),
('2023-09-08', 6516397, 12, 16),
('2025-03-21', 5594723, 2, 13),
('2022-09-28', 9344028, 11, 11),
('2024-12-27', 5469523, 2, 1),
('2022-02-24', 3617095, 8, 20),
('2024-02-07', 9623443, 3, 10),
('2022-12-21', 1816964, 17, 11),
('2022-02-24', 3042168, 8, 1),
('2022-10-02', 6403001, 17, 7),
('2025-06-24', 2433676, 15, 14),
('2025-03-31', 8572650, 5, 22),
('2025-05-02', 7736311, 5, 19),
('2022-02-13', 8232227, 5, 16),
('2023-06-11', 4584484, 14, 26),
('2023-05-21', 5923525, 8, 23),
('2022-05-21', 6037429, 16, 23),
('2024-07-12', 7936750, 18, 29),
('2022-11-15', 6966975, 2, 22),
('2025-11-02', 2528105, 13, 1),
('2022-12-26', 8171829, 2, 21),
('2024-11-18', 8832483, 10, 24),
('2024-08-31', 4484721, 8, 5),
('2022-08-01', 2870217, 8, 15),
('2022-06-18', 1150822, 16, 21),
('2025-01-17', 5905879, 19, 18),
('2023-11-10', 5431451, 7, 11),
('2025-09-15', 9483708, 12, 6),
('2025-11-26', 7810262, 12, 11),
('2022-01-19', 7149274, 13, 2),
('2025-10-13', 6191536, 17, 3),
('2022-04-20', 9421965, 6, 10),
('2024-06-29', 6214679, 11, 16),
('2025-10-02', 6292216, 19, 11),
('2023-04-05', 8877213, 5, 23),
('2022-08-28', 7257578, 20, 2),
('2025-01-22', 992492, 3, 11),
('2023-08-22', 839156, 16, 22),
('2024-09-05', 3052839, 14, 22),
('2024-09-01', 6984969, 3, 5),
('2023-05-09', 8398342, 4, 28),
('2023-10-10', 6223372, 5, 3),
('2023-10-05', 7299425, 12, 24),
('2024-06-02', 4644150, 4, 28),
('2022-03-04', 4906935, 12, 4),
('2022-05-29', 4408986, 18, 18),
('2025-11-11', 6260415, 15, 15),
('2023-02-07', 7915293, 10, 27),
('2023-04-22', 1788137, 17, 12),
('2023-01-13', 1973586, 6, 20),
('2023-09-07', 4654973, 15, 29),
('2024-12-15', 7079823, 1, 30),
('2025-05-12', 9236244, 4, 20),
('2022-10-03', 3030182, 15, 23),
('2025-05-30', 3401613, 8, 30),
('2025-02-01', 1986206, 16, 2),
('2025-01-11', 838366, 2, 5),
('2025-12-03', 3179876, 8, 11),
('2023-06-03', 9940976, 4, 1),
('2023-11-02', 9228287, 15, 13),
('2025-03-12', 4071511, 9, 8),
('2022-03-19', 1891259, 17, 2),
('2022-10-21', 6889588, 18, 8),
('2023-08-06', 2609971, 3, 28),
('2022-02-18', 1123683, 9, 16),
('2025-04-30', 2680650, 9, 2),
('2025-04-24', 9222883, 3, 14),
('2023-07-12', 516590, 4, 11),
('2023-04-29', 3313113, 11, 14),
('2024-09-09', 5141363, 9, 27),
('2022-06-28', 3883172, 12, 23),
('2025-01-06', 3043112, 2, 15),
('2023-05-27', 9119268, 2, 18),
('2023-07-26', 7537457, 15, 1),
('2023-05-08', 5883008, 13, 28),
('2024-04-08', 8600793, 19, 13),
('2023-04-07', 7161630, 16, 8),
('2022-09-12', 9957746, 7, 17),
('2024-04-02', 846102, 9, 2),
('2023-11-09', 3209165, 18, 13),
('2025-08-04', 6759029, 18, 19),
('2025-06-22', 4809968, 7, 23),
('2024-10-16', 2479701, 15, 6),
('2023-08-07', 8311981, 7, 24),
('2023-11-16', 7185184, 4, 29),
('2025-09-19', 665395, 12, 20),
('2025-02-22', 734479, 1, 12),
('2024-05-10', 4251992, 12, 12),
('2023-11-08', 8498024, 9, 30),
('2022-10-23', 1158913, 18, 21),
('2025-04-09', 8075142, 5, 27),
('2022-03-11', 2643914, 1, 16),
('2025-08-25', 8715034, 16, 16),
('2022-03-01', 1206792, 3, 8),
('2023-11-19', 3877595, 18, 1),
('2024-01-07', 9907168, 18, 12),
('2023-12-11', 6300770, 13, 19),
('2023-08-25', 7729595, 9, 10),
('2025-08-22', 739382, 6, 9),
('2024-10-24', 3059712, 16, 4),
('2022-11-24', 8108555, 10, 18),
('2023-03-07', 8610177, 6, 13),
('2023-09-13', 3152652, 10, 21),
('2024-03-04', 6898959, 5, 9),
('2022-11-17', 7864147, 2, 14),
('2023-03-03', 5427637, 13, 6),
('2023-08-18', 2536443, 10, 13),
('2024-09-25', 7677167, 3, 16),
('2022-04-18', 9583969, 17, 13),
('2022-12-11', 2491792, 14, 7),
('2023-06-27', 1180255, 19, 13),
('2025-01-23', 1786004, 12, 8),
('2023-02-19', 1207702, 4, 29),
('2025-12-15', 5467373, 14, 8),
('2024-07-31', 1524817, 11, 2),
('2024-08-12', 5036511, 16, 22),
('2023-12-02', 1981057, 18, 28),
('2022-02-24', 5471034, 5, 24),
('2024-03-10', 1666242, 7, 9),
('2022-11-03', 9863177, 18, 29),
('2022-07-01', 8272723, 17, 2),
('2023-10-30', 8454867, 18, 5),
('2025-01-31', 2984105, 11, 12),
('2022-01-14', 3301299, 18, 8),
('2022-02-06', 1864054, 10, 13),
('2023-08-07', 7278322, 17, 25),
('2022-08-31', 7028369, 9, 2),
('2022-01-13', 1449068, 10, 12),
('2025-03-19', 4762685, 8, 7),
('2022-04-01', 1850303, 20, 30),
('2022-05-15', 4288908, 8, 13),
('2023-03-10', 8991943, 2, 25),
('2023-03-21', 9386484, 4, 1),
('2022-09-12', 4231995, 7, 15),
('2025-07-06', 7960292, 9, 21),
('2024-03-12', 7724900, 10, 22),
('2024-03-25', 9197543, 20, 2),
('2023-03-16', 4564944, 14, 26),
('2025-02-21', 6423023, 16, 29),
('2023-06-14', 9585037, 16, 1),
('2023-03-07', 5123782, 2, 28),
('2025-06-07', 9851465, 6, 16),
('2023-06-21', 6190827, 14, 23),
('2024-02-23', 5866513, 10, 7),
('2022-12-23', 6648637, 11, 24),
('2022-12-27', 8862595, 8, 24),
('2023-06-18', 3650288, 5, 10),
('2022-02-24', 8298219, 2, 23),
('2023-05-25', 4017987, 9, 29),
('2025-04-20', 3366939, 3, 4),
('2023-04-26', 1093002, 11, 2),
('2024-10-22', 8822329, 9, 9),
('2022-03-16', 7490032, 8, 24),
('2023-07-30', 7565404, 19, 15),
('2025-11-14', 3412792, 15, 1),
('2023-03-18', 7545494, 10, 23),
('2023-01-15', 3550791, 7, 30),
('2024-07-26', 1630234, 16, 7),
('2024-02-06', 9989738, 10, 24),
('2024-10-11', 7768660, 7, 20),
('2025-02-25', 847827, 7, 4),
('2024-07-08', 2491885, 8, 6),
('2023-07-25', 6760674, 17, 18),
('2024-02-04', 2089008, 15, 30),
('2022-05-07', 8441817, 1, 16),
('2024-03-26', 5453246, 2, 10),
('2022-10-29', 4875496, 12, 25),
('2022-02-01', 4020086, 15, 30),
('2022-11-04', 5527927, 4, 23),
('2023-11-13', 4444774, 5, 27),
('2023-09-07', 9195119, 19, 17),
('2023-12-10', 6410427, 6, 17),
('2022-11-14', 4517802, 8, 8),
('2025-05-12', 5877049, 14, 8),
('2025-01-25', 515093, 5, 8),
('2025-01-06', 8638637, 9, 7),
('2025-10-07', 5818483, 3, 9),
('2025-02-17', 8485671, 1, 26),
('2022-07-11', 6764035, 15, 8),
('2024-12-05', 8922216, 1, 29),
('2025-01-14', 4793387, 9, 4),
('2024-02-17', 4294384, 3, 12),
('2023-09-18', 578691, 15, 15),
('2023-05-16', 5630481, 7, 7),
('2022-12-09', 4537433, 7, 27),
('2025-03-15', 4152644, 5, 26),
('2023-08-01', 6512324, 9, 25),
('2024-06-07', 6852827, 9, 3),
('2025-06-09', 7223354, 3, 8),
('2024-06-01', 7559964, 18, 5),
('2025-01-19', 9721439, 15, 23),
('2024-06-04', 1265663, 19, 3),
('2024-04-07', 5881956, 14, 26),
('2024-09-22', 9186960, 15, 2),
('2023-02-26', 1304282, 14, 3),
('2024-11-26', 8129689, 19, 7),
('2024-07-13', 2211725, 10, 9),
('2025-04-16', 7736440, 4, 20),
('2024-02-19', 9507307, 16, 8),
('2025-03-20', 7520077, 17, 10),
('2022-02-26', 5318091, 2, 8),
('2022-07-26', 2290613, 11, 11),
('2022-03-24', 9839936, 18, 26),
('2024-06-05', 4730576, 17, 4),
('2022-08-07', 3984041, 16, 4),
('2025-07-16', 8696487, 17, 20),
('2023-12-12', 8095119, 12, 23),
('2022-03-23', 8084496, 12, 6),
('2024-06-17', 4154613, 3, 29),
('2023-08-08', 4303829, 13, 10),
('2023-10-25', 9708571, 7, 19),
('2024-07-25', 772886, 1, 10),
('2022-10-08', 2930904, 14, 21),
('2022-04-16', 3027633, 17, 6),
('2025-09-26', 2260559, 20, 16),
('2025-07-13', 8412202, 12, 9),
('2024-11-04', 5104310, 18, 30),
('2025-07-29', 4732723, 14, 3),
('2024-02-13', 1515223, 19, 14),
('2025-07-19', 7122214, 3, 3),
('2022-12-29', 810231, 7, 4),
('2024-07-21', 7452418, 4, 22),
('2025-04-01', 7078869, 5, 24),
('2022-05-24', 4070714, 11, 19),
('2022-06-18', 6219094, 16, 22),
('2024-04-09', 5450698, 14, 4),
('2022-01-16', 6020523, 6, 30),
('2023-02-25', 6063854, 20, 27),
('2025-05-11', 6453669, 5, 10),
('2024-01-16', 5647351, 12, 9),
('2023-05-04', 6066016, 19, 6),
('2024-12-17', 849759, 10, 28),
('2022-07-06', 1928046, 8, 25),
('2022-09-17', 6834752, 3, 11),
('2025-07-15', 9110734, 8, 5),
('2025-02-04', 6122034, 3, 10),
('2023-08-12', 5398104, 4, 25),
('2025-04-19', 3284335, 2, 7),
('2022-06-12', 3301696, 2, 17),
('2023-10-14', 3971257, 13, 16),
('2024-07-28', 5941290, 8, 9),
('2022-03-20', 1102974, 8, 16),
('2024-10-11', 527219, 5, 7),
('2023-05-09', 7823860, 5, 25),
('2025-11-18', 7172790, 12, 21),
('2023-05-10', 9820991, 17, 22),
('2023-11-30', 7891901, 8, 8),
('2023-06-27', 5827649, 20, 27),
('2024-12-13', 5186129, 10, 21),
('2022-09-15', 3186343, 6, 20),
('2024-03-08', 9329097, 15, 16),
('2025-08-06', 8755338, 10, 10),
('2022-05-29', 7159965, 9, 12),
('2024-02-23', 7426478, 3, 18),
('2022-06-10', 6267636, 20, 26),
('2024-09-25', 846108, 4, 25),
('2024-08-03', 7752753, 10, 21),
('2024-07-14', 8833640, 14, 1),
('2025-03-21', 9480004, 1, 15),
('2025-11-26', 9795154, 19, 11),
('2022-05-14', 2440805, 7, 24),
('2024-10-30', 7452188, 3, 26),
('2022-01-27', 8970918, 15, 21),
('2022-12-31', 3199093, 9, 27),
('2024-08-16', 5312046, 15, 4),
('2023-09-01', 1943743, 1, 24),
('2022-03-21', 9386465, 2, 7),
('2025-07-24', 1409248, 2, 22),
('2024-03-09', 7482972, 6, 9),
('2024-05-23', 6577063, 2, 17),
('2025-10-26', 3520204, 7, 19),
('2024-01-12', 5244806, 11, 29),
('2022-06-09', 7290218, 7, 28),
('2023-02-10', 9785656, 18, 7),
('2022-05-30', 2138293, 7, 8),
('2023-12-31', 8806646, 6, 8),
('2022-12-29', 3888636, 8, 16),
('2022-07-03', 8500709, 1, 17),
('2022-10-08', 878727, 12, 6),
('2025-07-20', 2093901, 10, 7),
('2024-04-02', 6469837, 6, 18),
('2023-02-24', 9489413, 14, 17),
('2024-04-23', 8786824, 17, 23),
('2022-03-15', 4029983, 6, 28),
('2025-10-07', 1533870, 8, 13),
('2024-09-03', 9246669, 20, 15),
('2024-06-06', 610299, 19, 29),
('2023-09-11', 7590288, 8, 14),
('2023-09-26', 6889135, 8, 11),
('2024-11-19', 3661952, 1, 25),
('2025-05-30', 9101436, 10, 28),
('2025-02-21', 7293000, 5, 7),
('2025-06-22', 5723725, 5, 25),
('2024-08-18', 5824992, 12, 8),
('2022-12-12', 5542361, 11, 5),
('2023-08-04', 3483887, 10, 18),
('2024-08-06', 1659709, 20, 15),
('2022-11-22', 8525250, 10, 23),
('2023-04-08', 2038383, 19, 23),
('2022-09-11', 7112804, 1, 30),
('2024-02-17', 6869747, 2, 1),
('2025-09-14', 6800840, 20, 18),
('2023-05-08', 2262995, 1, 3),
('2025-05-23', 758325, 12, 4),
('2023-09-01', 6860125, 7, 4),
('2025-04-01', 4978740, 6, 23),
('2025-01-17', 9074817, 12, 26),
('2022-09-21', 5545852, 9, 8),
('2024-10-14', 4955737, 5, 24),
('2023-02-17', 4619686, 9, 29),
('2025-05-09', 7191498, 14, 13),
('2023-09-17', 762338, 16, 26),
('2023-08-09', 8083743, 4, 26),
('2023-06-22', 5172209, 11, 10),
('2025-08-25', 4077617, 6, 7),
('2022-11-02', 4758159, 13, 18),
('2023-09-04', 829950, 18, 6),
('2022-08-22', 6626906, 1, 22),
('2025-06-28', 6920897, 11, 21),
('2024-09-06', 9722786, 12, 30),
('2025-03-09', 7146681, 18, 6),
('2023-11-07', 9620586, 10, 17),
('2022-02-22', 9968923, 4, 2),
('2023-03-29', 2197822, 16, 24),
('2024-01-30', 8621359, 20, 18),
('2024-08-27', 528845, 6, 2),
('2025-02-18', 3847937, 3, 19),
('2024-03-15', 4837049, 18, 25),
('2024-01-08', 9797649, 13, 10),
('2025-11-22', 3651779, 16, 13),
('2022-08-02', 5364902, 7, 28),
('2024-08-26', 9259272, 14, 12),
('2022-05-25', 6673861, 12, 20),
('2022-05-11', 1754035, 11, 2),
('2022-05-22', 8803582, 16, 30),
('2023-09-24', 3519536, 17, 3),
('2025-09-20', 6138904, 17, 18),
('2025-03-13', 8011690, 19, 22),
('2024-04-17', 1049475, 16, 15),
('2023-03-14', 1181361, 5, 30),
('2022-03-09', 6958304, 19, 9),
('2025-02-08', 6953794, 7, 27),
('2023-07-27', 2486636, 14, 3),
('2025-06-02', 4156012, 15, 17),
('2022-01-20', 9670128, 13, 8),
('2023-04-05', 2292840, 7, 15),
('2022-06-10', 7535377, 16, 7),
('2025-10-28', 2854570, 5, 9),
('2023-03-29', 9699358, 11, 27),
('2024-02-07', 9152228, 1, 17),
('2025-12-21', 4432741, 13, 14),
('2025-02-06', 3973301, 4, 12),
('2023-05-03', 3482664, 11, 21),
('2023-01-21', 1442354, 14, 15),
('2024-02-29', 6096545, 13, 2),
('2025-12-29', 5645576, 6, 14),
('2024-11-05', 788183, 10, 11),
('2022-07-01', 5294279, 16, 30),
('2025-05-09', 6715997, 20, 16),
('2024-12-16', 7728052, 15, 4),
('2024-03-27', 1665436, 2, 24),
('2022-06-07', 1516994, 13, 22),
('2022-02-16', 8802387, 20, 26),
('2025-04-27', 1531241, 15, 9),
('2023-09-21', 5305800, 7, 24),
('2023-07-26', 2036797, 1, 7),
('2024-11-14', 8333871, 10, 22),
('2023-05-08', 6274765, 15, 19),
('2022-03-18', 2198954, 20, 1),
('2024-06-21', 9188007, 4, 5),
('2024-10-12', 6331202, 4, 16),
('2023-06-17', 6609223, 17, 3),
('2025-11-27', 5045614, 17, 14),
('2022-05-19', 4307076, 6, 8),
('2025-09-21', 8008722, 10, 8),
('2022-07-31', 6598174, 2, 28),
('2023-11-09', 9393938, 18, 23),
('2023-09-11', 5093038, 6, 13),
('2025-01-20', 3792210, 18, 16),
('2025-05-13', 3789715, 9, 28),
('2024-09-05', 9900065, 3, 29),
('2023-05-30', 8363906, 9, 23),
('2024-09-10', 9033905, 1, 7),
('2024-02-27', 5456565, 7, 20),
('2022-04-21', 6947926, 12, 27),
('2022-05-21', 7831638, 1, 8),
('2025-03-26', 6865781, 12, 18),
('2023-12-14', 987350, 19, 25),
('2024-07-13', 1488144, 20, 3),
('2024-01-03', 4622809, 16, 16),
('2022-02-12', 816873, 12, 13),
('2024-08-25', 6335673, 9, 4),
('2023-02-27', 3912822, 2, 27),
('2022-02-01', 3884973, 20, 2),
('2023-08-20', 8628779, 16, 26),
('2022-09-20', 6457863, 6, 27),
('2023-09-30', 730013, 11, 27),
('2022-06-19', 6263402, 3, 5),
('2024-12-06', 4452097, 18, 11),
('2024-07-05', 7148855, 14, 21),
('2022-08-05', 5489131, 20, 3),
('2024-03-24', 3405390, 5, 11),
('2024-07-21', 3451278, 14, 5),
('2023-12-07', 2829073, 6, 23),
('2023-11-08', 7870348, 11, 11),
('2023-06-06', 5776054, 14, 9),
('2022-02-03', 5732129, 4, 18),
('2025-11-27', 5476233, 11, 1),
('2023-06-17', 8256417, 1, 27),
('2022-05-01', 1219188, 16, 26),
('2024-01-01', 4806244, 4, 10),
('2023-06-07', 691099, 13, 18),
('2023-06-11', 6597579, 16, 3),
('2023-11-06', 6116621, 6, 26),
('2022-05-27', 5642825, 11, 27),
('2022-09-09', 2411838, 14, 29),
('2022-03-28', 5193005, 11, 30),
('2023-01-05', 1789555, 9, 10),
('2022-11-26', 9666164, 9, 15),
('2024-09-03', 5474040, 12, 3),
('2024-05-27', 5443400, 4, 11),
('2022-03-09', 1583662, 6, 3),
('2025-07-23', 6225578, 6, 24),
('2022-07-04', 9055969, 20, 19),
('2024-06-19', 9522880, 17, 15),
('2023-06-10', 2928058, 3, 18),
('2024-05-18', 6407917, 18, 9),
('2022-10-18', 5569565, 11, 14),
('2023-01-13', 9758166, 20, 7),
('2024-08-25', 505115, 14, 21),
('2025-02-03', 1719188, 10, 15),
('2022-08-28', 7136504, 16, 16),
('2025-03-21', 3966403, 19, 16),
('2024-06-25', 5442267, 3, 13),
('2022-11-02', 1989655, 10, 2),
('2025-06-11', 1831458, 5, 5),
('2022-05-13', 8984693, 12, 23),
('2024-02-07', 9014905, 7, 11),
('2023-02-10', 5973969, 1, 28),
('2023-02-25', 2873673, 6, 8),
('2024-02-11', 2878766, 19, 4),
('2024-11-22', 6203563, 19, 30),
('2025-01-01', 7417840, 3, 27),
('2023-05-06', 1422787, 20, 12),
('2024-01-27', 6422181, 9, 12),
('2023-01-18', 6882310, 12, 28),
('2024-05-16', 7461445, 10, 12),
('2023-12-12', 1339302, 17, 26),
('2025-07-30', 9341391, 6, 4),
('2022-05-07', 2300325, 16, 16),
('2024-08-08', 8018571, 12, 11),
('2023-03-22', 5681282, 8, 29),
('2023-11-10', 2188995, 11, 27),
('2024-02-01', 1755436, 5, 21),
('2022-04-28', 8670531, 6, 19),
('2022-08-13', 1267896, 1, 23),
('2022-09-03', 1777439, 7, 23),
('2022-03-10', 873183, 7, 8),
('2023-07-30', 7683964, 15, 18),
('2022-06-19', 5313150, 19, 29),
('2025-09-02', 2316133, 5, 25),
('2022-02-25', 6045109, 11, 23),
('2022-06-05', 1999418, 17, 6),
('2025-12-13', 7700812, 6, 21),
('2025-10-29', 7651298, 3, 23),
('2024-03-24', 5617564, 8, 22),
('2025-08-04', 4456231, 16, 8),
('2023-01-23', 970873, 10, 8),
('2025-10-06', 4377600, 15, 7),
('2025-04-01', 7401237, 10, 17),
('2022-04-05', 4519133, 7, 30),
('2023-09-28', 7130585, 3, 17),
('2023-08-29', 4347586, 1, 13),
('2025-03-31', 2457952, 18, 22),
('2023-10-14', 8366192, 11, 27),
('2023-09-17', 7962537, 17, 25),
('2022-07-30', 3058231, 2, 30),
('2023-04-11', 927378, 1, 22),
('2023-12-27', 680965, 6, 19),
('2023-06-25', 8642510, 5, 22),
('2022-04-07', 5131814, 9, 18),
('2025-04-12', 6681584, 9, 16),
('2024-08-05', 6127578, 5, 9),
('2022-04-02', 6492214, 2, 26),
('2024-07-19', 9514391, 14, 28),
('2022-10-19', 3259986, 3, 6),
('2023-10-10', 8350764, 19, 20),
('2024-09-29', 5717846, 4, 18),
('2025-07-20', 6087597, 9, 13),
('2022-11-23', 1864840, 1, 10),
('2025-04-15', 5833668, 5, 5),
('2025-10-16', 2534549, 6, 2),
('2022-09-13', 4543203, 19, 8),
('2022-07-05', 1898024, 12, 3),
('2023-08-08', 7958491, 7, 17),
('2022-06-23', 643827, 6, 10),
('2023-12-15', 3899021, 5, 23),
('2023-01-16', 6925616, 17, 14),
